"任务ID","任务定义ID","任务名称","任务日期","任务开始时间","任务时长","进/出港","到达航班ID","到达航班预达时间","到达航班计划到达时间","出发航班ID","出发航班预离时间","出发航班计划预离时间","到达航班号","出发航班号","航班类型","任务资质要求","航站楼","区域","机位","其他位置信息","任务是否允许双机","任务是否必须派工","任务是否为难保障任务","关联任务ID","员工编号","车牌号"
"8a69df6f9a4879a7019aa3995d072575","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 08:42:00",30,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3995d072576","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 08:42:00",30,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922e20e04","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 08:42:00",36,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922e20e05","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 08:42:00",36,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922e20e06","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 08:42:00",36,"进","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3ca5bd02894","454c0512157a470ca0eeb20187cf66eb","出港装机","2025-11-21","2025-11-21 09:15:00",55,"出","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3ca5bd02895","454c0512157a470ca0eeb20187cf66eb","出港装机","2025-11-21","2025-11-21 09:15:00",55,"出","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3ca5bd02896","454c0512157a470ca0eeb20187cf66eb","出港装机","2025-11-21","2025-11-21 09:15:00",55,"出","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cb82e9d","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 08:45:00",20,"出","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","押运","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3995d072577","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 09:15:00",55,"出","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3995d082578","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 09:15:00",55,"出","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa3995d082579","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 09:15:00",55,"出","8a69eb009a363b11019aa09d49ad2641","2025-11-21 08:42:00","2025-11-21 09:15:00","8a69eb009a363b11019aa09d49ad2642","2025-11-21 10:15:00","2025-11-21 10:15:00","AE211","AE212","短过站","","T1",,"38",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16924a11ac9","2a2bfc2f1db8497fa5f7b078bb57e625","出港押运","2025-11-21","2025-11-21 20:15:00",25,"出","8a69eb009a363b11019aa0a8ee8e2737","2025-11-21 20:45:00","2025-11-21 19:45:00","8a69eb009a363b11019aa09d49ad2643","2025-11-21 21:45:00","2025-11-21 21:45:00","2Y7012","2Y7011","短过站","押运","T1",,"104",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922fe0ed1","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 11:44:00",36,"进","8a69eb009a363b11019aa09d49ad2646","2025-11-21 11:44:00","2025-11-21 11:40:00","8a69eb009a363b11019aa09d49ad2647","2025-11-21 12:40:00","2025-11-21 12:40:00","TR174","TR175","短过站","","T1",,"34",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922fe0ed2","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 11:44:00",36,"进","8a69eb009a363b11019aa09d49ad2646","2025-11-21 11:44:00","2025-11-21 11:40:00","8a69eb009a363b11019aa09d49ad2647","2025-11-21 12:40:00","2025-11-21 12:40:00","TR174","TR175","短过站","","T1",,"34",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922fe0ed3","3381f4dd966c4e61958a43ca879ff682","进港卸机","2025-11-21","2025-11-21 11:44:00",36,"进","8a69eb009a363b11019aa09d49ad2646","2025-11-21 11:44:00","2025-11-21 11:40:00","8a69eb009a363b11019aa09d49ad2647","2025-11-21 12:40:00","2025-11-21 12:40:00","TR174","TR175","短过站","","T1",,"34",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922fe0ed4","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 11:44:00",36,"进","8a69eb009a363b11019aa09d49ad2646","2025-11-21 11:44:00","2025-11-21 11:40:00","8a69eb009a363b11019aa09d49ad2647","2025-11-21 12:40:00","2025-11-21 12:40:00","TR174","TR175","短过站","","T1",,"34",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922fe0ed5","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 11:44:00",36,"进","8a69eb009a363b11019aa09d49ad2646","2025-11-21 11:44:00","2025-11-21 11:40:00","8a69eb009a363b11019aa09d49ad2647","2025-11-21 12:40:00","2025-11-21 12:40:00","TR174","TR175","短过站","","T1",,"34",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922fe0ed6","f695b9773b1a4f49b300f96736f30f74","进港卸机","2025-11-21","2025-11-21 11:44:00",36,"进","8a69eb009a363b11019aa09d49ad2646","2025-11-21 11:44:00","2025-11-21 11:40:00","8a69eb009a363b11019aa09d49ad2647","2025-11-21 12:40:00","2025-11-21 12:40:00","TR174","TR175","短过站","","T1",,"34",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cb92ea2","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 11:10:00",20,"出","8a69eb009a363b11019aa09d49ad2646","2025-11-21 11:44:00","2025-11-21 11:40:00","8a69eb009a363b11019aa09d49ad2647","2025-11-21 12:40:00","2025-11-21 12:40:00","TR174","TR175","短过站","押运","T1",,"34",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922db0dd1","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:40:00",30,"进","8a69eb009a363b11019aa09d49ad2648",,"2025-11-22 00:40:00",,,,"EU2740",,"航后","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922db0dd2","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:40:00",30,"进","8a69eb009a363b11019aa09d49ad2648",,"2025-11-22 00:40:00",,,,"EU2740",,"航后","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16922db0dd3","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-22 00:40:00",30,"进","8a69eb009a363b11019aa09d49ad2648",,"2025-11-22 00:40:00",,,,"EU2740",,"航后","","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4c792d0a","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-22 01:10:00",20,"进","8a69eb009a363b11019aa09d49ad2648",,"2025-11-22 00:40:00",,,,"EU2740",,"航后","押运","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cba2ea6","8b42f7102ad2431a8e7e2a0ed3e880e7","出港押运","2025-11-21","2025-11-21 06:50:00",10,"出",,,,"8a69eb009a363b11019aa09d49ad264a","2025-11-21 07:20:00","2025-11-21 07:20:00",,"MU5532","始发","押运","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923000ee2","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:20:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad264a","2025-11-21 07:20:00","2025-11-21 07:20:00",,"MU5532","始发","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923000ee3","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:20:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad264a","2025-11-21 07:20:00","2025-11-21 07:20:00",,"MU5532","始发","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923000ee4","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:20:00",30,"出",,,,"8a69eb009a363b11019aa09d49ad264a","2025-11-21 07:20:00","2025-11-21 07:20:00",,"MU5532","始发","","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923210fd4","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 20:10:00",30,"进","8a69eb009a363b11019aa09d49ad264b",,"2025-11-21 20:10:00",,,,"FU6570",,"航后","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923210fd5","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 20:10:00",30,"进","8a69eb009a363b11019aa09d49ad264b",,"2025-11-21 20:10:00",,,,"FU6570",,"航后","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923210fd6","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 20:10:00",30,"进","8a69eb009a363b11019aa09d49ad264b",,"2025-11-21 20:10:00",,,,"FU6570",,"航后","","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4c932d8c","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-21 20:40:00",20,"进","8a69eb009a363b11019aa09d49ad264b",,"2025-11-21 20:10:00",,,,"FU6570",,"航后","押运","T1",,"27",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169231c0fae","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 15:59:00",36,"进","8a69eb009a363b11019aa09d49ad264c","2025-11-21 15:59:00","2025-11-21 15:40:00","8a69eb009a363b11019aa09d49ae2675","2025-11-21 16:45:00","2025-11-21 16:30:00","HU7825","HU7826","短过站","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169231c0faf","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 15:59:00",36,"进","8a69eb009a363b11019aa09d49ad264c","2025-11-21 15:59:00","2025-11-21 15:40:00","8a69eb009a363b11019aa09d49ae2675","2025-11-21 16:45:00","2025-11-21 16:30:00","HU7825","HU7826","短过站","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169231c0fb0","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 15:59:00",36,"进","8a69eb009a363b11019aa09d49ad264c","2025-11-21 15:59:00","2025-11-21 15:40:00","8a69eb009a363b11019aa09d49ae2675","2025-11-21 16:45:00","2025-11-21 16:30:00","HU7825","HU7826","短过站","","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923351065","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:45:00",36,"进","8a69eb009a363b11019aa09d49ae264f",,"2025-11-21 20:45:00","8a69eb009a363b11019aa09d49ae26a9","2025-11-21 21:35:00","2025-11-21 21:35:00","CA4569","CA4570","短过站","","T1",,"12",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923351066","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:45:00",36,"进","8a69eb009a363b11019aa09d49ae264f",,"2025-11-21 20:45:00","8a69eb009a363b11019aa09d49ae26a9","2025-11-21 21:35:00","2025-11-21 21:35:00","CA4569","CA4570","短过站","","T1",,"12",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923351067","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 20:45:00",36,"进","8a69eb009a363b11019aa09d49ae264f",,"2025-11-21 20:45:00","8a69eb009a363b11019aa09d49ae26a9","2025-11-21 21:35:00","2025-11-21 21:35:00","CA4569","CA4570","短过站","","T1",,"12",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cba2eaa","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 13:50:00",20,"出","8a69eb009a363b11019aa09d49ae26af","2025-11-21 14:04:00","2025-11-21 14:20:00","8a69eb009a363b11019aa09d49ae2650","2025-11-21 15:20:00","2025-11-21 15:20:00","MU2467","MU2468","短过站","押运","T1",,"2",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cbb2ead","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 09:40:00",20,"出","8a69eb009a363b11019aa09d49af2717","2025-11-21 10:06:00","2025-11-21 10:20:00","8a69eb009a363b11019aa09d49ae2653","2025-11-21 11:10:00","2025-11-21 11:10:00","HU7263","HU7264","短过站","押运","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cbb2eb0","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 17:25:00",20,"出","8a69eb009a363b11019aa09d49af26da","2025-11-21 17:42:00","2025-11-21 17:50:00","8a69eb009a363b11019aa09d49ae2654","2025-11-21 18:55:00","2025-11-21 18:55:00","CA1859","CA1860","短过站","押运","T1",,"6",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169233f10ae","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:15:00",30,"进","8a69eb009a363b11019aa09d49ae2655",,"2025-11-21 23:15:00",,,,"MU5541",,"航后","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169233f10af","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:15:00",30,"进","8a69eb009a363b11019aa09d49ae2655",,"2025-11-21 23:15:00",,,,"MU5541",,"航后","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169233f10b0","aa4258e7afe64500bdb1c4cdef784409","进港卸机","2025-11-21","2025-11-21 23:15:00",30,"进","8a69eb009a363b11019aa09d49ae2655",,"2025-11-21 23:15:00",,,,"MU5541",,"航后","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4c932d92","f705b79efe7c49b39c7c6c3bcfda88b1","进港押运","2025-11-21","2025-11-21 23:45:00",20,"进","8a69eb009a363b11019aa09d49ae2655",,"2025-11-21 23:15:00",,,,"MU5541",,"航后","押运","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692353113d","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:00:00",36,"进","8a69eb009a363b11019aa09d49ae2656",,"2025-11-21 21:00:00","8a69eb009a363b11019aa09d49ae269a","2025-11-21 22:00:00","2025-11-21 22:00:00","UQ3585","UQ3586","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692353113e","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:00:00",36,"进","8a69eb009a363b11019aa09d49ae2656",,"2025-11-21 21:00:00","8a69eb009a363b11019aa09d49ae269a","2025-11-21 22:00:00","2025-11-21 22:00:00","UQ3585","UQ3586","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692353113f","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 21:00:00",36,"进","8a69eb009a363b11019aa09d49ae2656",,"2025-11-21 21:00:00","8a69eb009a363b11019aa09d49ae269a","2025-11-21 22:00:00","2025-11-21 22:00:00","UQ3585","UQ3586","短过站","","T1",,"16",,"Y","Y","N",,,
"8a69ec969a4879bc019aa57f93586913","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 18:31:00",30,"进","8a69eb009a363b11019aa09d49ae2657","2025-11-21 18:31:00","2025-11-21 19:05:00","8a69eb009a363b11019aa09d49af26d6","2025-11-21 20:05:00","2025-11-21 20:05:00","CA2613","CA2614","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69ec969a4879bc019aa57f93596914","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 18:31:00",30,"进","8a69eb009a363b11019aa09d49ae2657","2025-11-21 18:31:00","2025-11-21 19:05:00","8a69eb009a363b11019aa09d49af26d6","2025-11-21 20:05:00","2025-11-21 20:05:00","CA2613","CA2614","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69ec969a4879bc019aa57f93596915","822e7f3b408046b4a17632c30823c585","进港卸机","2025-11-21","2025-11-21 18:31:00",30,"进","8a69eb009a363b11019aa09d49ae2657","2025-11-21 18:31:00","2025-11-21 19:05:00","8a69eb009a363b11019aa09d49af26d6","2025-11-21 20:05:00","2025-11-21 20:05:00","CA2613","CA2614","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169238812c5","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:09:00",36,"进","8a69eb009a363b11019aa09d49ae2658","2025-11-21 16:09:00","2025-11-21 15:25:00","8a69eb009a363b11019aa09d49ae26ab","2025-11-21 16:40:00","2025-11-21 16:15:00","QW6097","QW6098","短过站","","T1",,"5",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169238812c6","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:09:00",36,"进","8a69eb009a363b11019aa09d49ae2658","2025-11-21 16:09:00","2025-11-21 15:25:00","8a69eb009a363b11019aa09d49ae26ab","2025-11-21 16:40:00","2025-11-21 16:15:00","QW6097","QW6098","短过站","","T1",,"5",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169238912c7","ea06cd8b2378496791565af100607f07","进港卸机","2025-11-21","2025-11-21 16:09:00",36,"进","8a69eb009a363b11019aa09d49ae2658","2025-11-21 16:09:00","2025-11-21 15:25:00","8a69eb009a363b11019aa09d49ae26ab","2025-11-21 16:40:00","2025-11-21 16:15:00","QW6097","QW6098","短过站","","T1",,"5",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cbb2eb4","8b42f7102ad2431a8e7e2a0ed3e880e7","出港押运","2025-11-21","2025-11-21 08:35:00",10,"出",,,,"8a69eb009a363b11019aa09d49ae265b","2025-11-21 09:05:00","2025-11-21 09:05:00",,"FU6685","始发","押运","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa1692360119f","c0e7012005d146f1aa5e28ca6756922f","出港装机","2025-11-21","2025-11-21 08:05:00",40,"出",,,,"8a69eb009a363b11019aa09d49ae265b","2025-11-21 09:05:00","2025-11-21 09:05:00",,"FU6685","始发","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169236011a0","c0e7012005d146f1aa5e28ca6756922f","出港装机","2025-11-21","2025-11-21 08:05:00",40,"出",,,,"8a69eb009a363b11019aa09d49ae265b","2025-11-21 09:05:00","2025-11-21 09:05:00",,"FU6685","始发","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa169236011a1","c0e7012005d146f1aa5e28ca6756922f","出港装机","2025-11-21","2025-11-21 08:05:00",40,"出",,,,"8a69eb009a363b11019aa09d49ae265b","2025-11-21 09:05:00","2025-11-21 09:05:00",,"FU6685","始发","","T1",,"28",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cbc2eb8","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 11:15:00",20,"出","8a69eb009a363b11019aa09d49ae26a3","2025-11-21 12:02:00","2025-11-21 11:55:00","8a69eb009a363b11019aa09d49ae265e","2025-11-21 12:45:00","2025-11-21 12:45:00","CA1505","CA1506","短过站","押运","T1",,"9",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cbd2ebb","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 16:05:00",20,"出","8a69eb009a363b11019aa09d49ae2691","2025-11-21 16:23:00","2025-11-21 16:35:00","8a69eb009a363b11019aa09d49ae265f","2025-11-21 17:35:00","2025-11-21 17:35:00","MU6433","MU6434","短过站","押运","T1",,"11",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16a4cbd2ebe","6d77d95110764d19a7e280ccca38ee86","出港押运","2025-11-21","2025-11-21 15:10:00",20,"出","8a69eb009a363b11019aa09d49af2708","2025-11-21 15:03:00","2025-11-21 14:50:00","8a69eb009a363b11019aa09d49ae2660","2025-11-21 16:40:00","2025-11-21 16:40:00","SC8714","SC8713","短过站","押运","T1",,"10",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa42111eb41d6","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 15:40:00",55,"出","8a69eb009a363b11019aa09d49af2708","2025-11-21 15:03:00","2025-11-21 14:50:00","8a69eb009a363b11019aa09d49ae2660","2025-11-21 16:40:00","2025-11-21 16:40:00","SC8714","SC8713","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa42111eb41d7","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 15:40:00",55,"出","8a69eb009a363b11019aa09d49af2708","2025-11-21 15:03:00","2025-11-21 14:50:00","8a69eb009a363b11019aa09d49ae2660","2025-11-21 16:40:00","2025-11-21 16:40:00","SC8714","SC8713","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa42111eb41d8","d39636f6f7374cb4933ad004d77246f1","出港装机","2025-11-21","2025-11-21 15:40:00",55,"出","8a69eb009a363b11019aa09d49af2708","2025-11-21 15:03:00","2025-11-21 14:50:00","8a69eb009a363b11019aa09d49ae2660","2025-11-21 16:40:00","2025-11-21 16:40:00","SC8714","SC8713","短过站","","T1",,"10",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923771244","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:50:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2663","2025-11-21 07:50:00","2025-11-21 07:50:00",,"FU6551","始发","","T1",,"26",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923771245","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:50:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2663","2025-11-21 07:50:00","2025-11-21 07:50:00",,"FU6551","始发","","T1",,"26",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923771246","f5a820eb79fc401fbaee9ef53d05fe5e","出港装机","2025-11-21","2025-11-21 06:50:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2663","2025-11-21 07:50:00","2025-11-21 07:50:00",,"FU6551","始发","","T1",,"26",,"Y","Y","N",,,
"8a69df6f9a4879a7019aa16923761242","3f5c6620955c46f894f986e7b539b08f","出港押运","2025-11-21","2025-11-21 07:20:00",15,"出",,,,"8a69eb009a363b11019aa09d49ae2663","2025-11-21 07:50:00","2025-11-21 07:50:00",,"FU6551","始发","押运","T1",,"26",,"Y","Y","N",,,
"8a69eb289a4879af019aa33f1a885874","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-21 06:50:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2663","2025-11-21 07:50:00","2025-11-21 07:50:00",,"FU6551","始发","","T1",,"26",,"Y","Y","N",,,
"8a69eb289a4879af019aa33f1a885875","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-21 06:50:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2663","2025-11-21 07:50:00","2025-11-21 07:50:00",,"FU6551","始发","","T1",,"26",,"Y","Y","N",,,
"8a69eb289a4879af019aa33f1a895876","491b6de78f284b2086f61689446dd318","出港装机","2025-11-21","2025-11-21 06:50:00",30,"出",,,,"8a69eb009a363b11019aa09d49ae2663","2025-11-21 07:50:00","2025-11-21 07:50:00",,"FU6551","始发","","T1",,"26",,"Y","Y","N",,,
